City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Jumla,NP,29.2747,82.1838,41.31,60,0,4.14,clear sky
447,Calvinia,ZA,-31.4707,19.776,51.58,83,100,9.89,overcast clouds
448,Mindelo,CV,16.8901,-24.9804,78.35,73,90,14.97,overcast clouds
449,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,75,3.8,broken clouds
450,Itainopolis,BR,-7.4469,-41.4783,84.56,42,91,3.58,overcast clouds
451,Sterling,US,39.0062,-77.4286,58.44,76,20,14.0,few clouds
452,Mitsamiouli,KM,-11.3847,43.2844,78.39,79,4,11.25,clear sky
453,Sorong,ID,-0.8833,131.25,83.46,73,63,5.73,broken clouds
454,Terrace,CA,54.5163,-128.6035,44.51,52,20,19.57,few clouds
455,Novoasbest,RU,57.7422,60.2877,39.61,92,100,10.96,overcast clouds
456,Agnibilekrou,CI,7.1344,-3.2047,70.93,96,100,3.87,overcast clouds
457,Sisophon,KH,13.5859,102.9737,79.92,86,100,6.24,overcast clouds
458,Bacabal,BR,-4.2917,-44.7917,79.41,77,99,4.83,overcast clouds
459,Kunya,NG,12.2233,8.5325,60.96,77,0,4.61,clear sky
460,Galdar,ES,28.147,-15.6502,67.69,72,6,11.48,clear sky
461,Dunedin,NZ,-45.8742,170.5036,61.81,50,16,5.01,few clouds
462,Suslovo,RU,56.2167,88.1167,21.34,85,100,14.25,overcast clouds
463,Bahia Blanca,AR,-38.7196,-62.2724,53.56,78,100,9.71,overcast clouds
464,Vilhena,BR,-12.7406,-60.1458,68.58,95,100,1.86,overcast clouds
465,Port Augusta,AU,-32.5,137.7667,77.14,16,100,5.53,overcast clouds
466,Manicore,BR,-5.8092,-61.3003,78.85,75,57,2.57,broken clouds
467,Dali,CN,25.7,100.1833,55.89,77,1,2.37,clear sky
468,Enugu,NG,6.4402,7.4943,73.26,97,95,5.97,overcast clouds
469,Coracora,PE,-15.0333,-73.7833,51.08,58,100,2.91,overcast clouds
470,Labuhan,ID,-6.8844,112.2051,84.87,67,100,3.11,overcast clouds
471,Nioki,CD,-2.7167,17.6833,69.66,99,100,2.46,light rain
472,Lekoni,GA,-1.5843,14.2591,71.38,93,100,5.41,overcast clouds
473,Trincomalee,LK,8.5711,81.2335,80.49,84,16,9.17,few clouds
474,Makurdi,NG,7.7411,8.5121,75.83,83,96,3.74,overcast clouds
475,Bengkulu,ID,-3.8004,102.2655,78.3,82,100,3.47,overcast clouds
476,Moba,CN,33.2288,105.0179,43.14,89,100,2.59,overcast clouds
477,Itatskiy,RU,56.07,89.0369,22.08,90,100,14.27,light snow
478,Whitianga,NZ,-36.8333,175.7,64.81,57,75,1.88,broken clouds
479,Muvattupula,IN,9.9667,76.5833,76.68,95,100,2.06,overcast clouds
480,Hambantota,LK,6.1241,81.1185,75.54,100,40,0.0,scattered clouds
481,Sistranda,NO,63.7256,8.834,48.9,73,100,30.49,overcast clouds
482,Pula,HR,44.8683,13.8481,58.06,82,75,2.3,broken clouds
483,Slave Lake,CA,55.2834,-114.769,31.98,74,1,0.0,clear sky
484,Juneau,US,58.3019,-134.4197,42.85,94,90,0.0,fog
485,Saint-Jean-De-Braye,FR,47.913,1.9771,49.03,91,0,11.5,clear sky
486,Kuytun,RU,54.3419,101.5036,30.29,92,100,3.27,light snow
487,Saint-Pierre,RE,-21.3393,55.4781,68.29,73,0,5.75,clear sky
488,Hay River,CA,60.8156,-115.7999,33.78,69,75,5.75,broken clouds
489,Potanino,RU,55.1786,61.6222,44.83,76,75,11.18,broken clouds
490,Santa Cruz,BO,-17.8,-63.1667,83.66,70,75,5.75,broken clouds
491,Dingle,PH,10.9995,122.6711,82.22,79,94,14.12,overcast clouds
492,Kabalo,CD,-6.05,26.9167,69.33,97,100,0.87,overcast clouds
493,Espanola,US,35.9911,-106.0806,63.34,49,99,8.61,overcast clouds
494,Borogontsy,RU,62.6683,131.1683,11.43,91,100,6.13,light snow
495,Lumeje,AO,-11.55,20.7833,65.46,93,100,3.96,overcast clouds
496,Gacko,BA,43.1672,18.5353,28.53,88,0,2.71,clear sky
497,Sechura,PE,-5.5569,-80.8222,67.84,68,15,13.65,few clouds
498,Baykit,RU,61.67,96.37,20.01,96,100,3.33,light snow
499,Itarema,BR,-2.9248,-39.9167,80.35,78,29,13.42,scattered clouds
500,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,47,40,4.47,scattered clouds
501,Mehamn,NO,71.0357,27.8492,32.16,84,100,13.51,overcast clouds
502,Aykino,RU,62.2248,49.9922,33.87,98,100,5.79,overcast clouds
503,Christchurch,NZ,-43.5333,172.6333,62.47,60,15,8.99,few clouds
504,Monkey Bay,MW,-14.0728,34.9201,80.78,59,4,2.89,clear sky
505,Bhaderwah,IN,32.9784,75.7186,46.08,53,100,3.65,overcast clouds
506,Vilyuysk,RU,63.7553,121.6247,12.22,90,100,5.7,overcast clouds
507,Makasar,ID,-5.14,119.4221,83.93,66,97,3.24,overcast clouds
508,Uray,RU,60.1247,64.7758,20.66,95,100,10.27,light snow
509,Nachingwea,TZ,-10.3833,38.7667,70.32,88,40,6.6,scattered clouds
510,Ambon,ID,-3.6954,128.1814,84.34,79,20,1.14,few clouds
511,Ust-Maya,RU,60.4167,134.5333,13.55,93,100,5.97,light snow
512,Teeli,RU,51.0333,90.2333,28.85,61,21,5.86,few clouds
513,Meulaboh,ID,4.1363,96.1285,77.38,84,100,3.31,overcast clouds
514,Ishikawa,JP,26.4233,127.8214,76.96,83,40,5.75,scattered clouds
515,Tazovskiy,RU,67.4667,78.7,-3.75,95,30,9.89,scattered clouds
516,Shenjiamen,CN,29.9576,122.298,66.96,58,65,8.5,light rain
517,Fomboni,KM,-12.28,43.7425,79.34,81,1,15.37,clear sky
518,Nishihara,JP,26.1842,127.7558,76.28,77,75,5.75,broken clouds
519,Mbandaka,CD,0.0487,18.2603,69.37,96,100,2.8,overcast clouds
520,Mancio Lima,BR,-7.6142,-72.8958,77.16,80,13,2.06,few clouds
521,Akyab,MM,20.15,92.9,76.71,84,93,5.26,overcast clouds
522,Surin,TH,14.8818,103.4936,81.91,99,42,6.44,scattered clouds
523,Vigrestad,NO,58.5667,5.7,52.0,79,100,20.54,light rain
524,Bandarbeyla,SO,9.4942,50.8122,77.7,77,88,10.67,overcast clouds
525,Maltahohe,NA,-24.8333,16.9833,56.98,28,0,12.37,clear sky
526,Abalak,RU,58.1286,68.5944,24.57,96,100,6.87,snow
527,Sergeyevka,KZ,53.88,67.4158,41.68,93,100,13.56,overcast clouds
528,Kizhinga,RU,51.8462,109.9097,30.9,67,100,1.99,overcast clouds
529,Katobu,ID,-4.9408,122.5276,86.49,64,7,2.51,clear sky
530,Salina,US,38.8403,-97.6114,47.17,62,61,1.99,broken clouds
531,Inirida,CO,3.8653,-67.9239,74.64,96,100,2.93,overcast clouds
532,Manzhouli,CN,49.6,117.4333,30.22,40,10,6.85,clear sky
533,General Roca,AR,-39.0333,-67.5833,55.8,47,100,8.66,overcast clouds
534,Bonavista,CA,48.6499,-53.1147,45.12,91,98,13.8,overcast clouds
535,Totton,GB,50.9188,-1.4904,53.02,85,18,4.0,few clouds
536,Kathmandu,NP,27.7167,85.3167,59.22,88,75,3.44,broken clouds
537,Inuvik,CA,68.3499,-133.7218,34.56,67,75,6.91,broken clouds
538,Volchikha,RU,52.0333,80.3833,26.06,85,100,8.9,overcast clouds
539,Pozarevac,RS,44.6153,21.1825,53.62,74,0,11.16,clear sky
540,Blyth,GB,55.1271,-1.5086,46.29,89,40,3.44,scattered clouds
541,Dedovichi,RU,57.5517,29.9502,41.86,90,38,6.93,scattered clouds
542,Arequipa,PE,-16.3989,-71.535,59.07,38,0,3.44,clear sky
543,Kaeo,NZ,-35.1,173.7833,62.73,60,98,6.04,overcast clouds
544,Gazojak,TM,41.1875,61.4036,43.93,46,0,8.86,clear sky
545,Bud,US,39.447,-86.1758,53.24,85,1,10.58,clear sky
546,Tskneti,GE,41.6939,44.6937,40.5,80,100,1.23,overcast clouds
547,Klaksvik,FO,62.2266,-6.589,41.92,66,100,9.8,overcast clouds
548,Chernushka,RU,56.5072,56.0766,41.43,96,100,9.78,overcast clouds
549,Leh,IN,34.1667,77.5833,23.86,57,99,0.89,overcast clouds
550,Oktyabrskoye,RU,43.0645,44.7417,39.34,100,100,2.24,mist
551,Ormara,PK,25.2088,64.6357,79.38,33,1,14.25,clear sky
552,San Andres,CO,12.5847,-81.7006,78.82,89,75,12.66,broken clouds
553,Bambanglipuro,ID,-7.95,110.2833,78.62,86,100,2.26,overcast clouds
554,Chik,RU,54.9928,82.4311,22.75,80,90,8.95,light snow
555,Belomorsk,RU,64.5232,34.7668,39.94,94,100,5.7,overcast clouds
556,Evensk,RU,61.95,159.2333,3.2,75,26,8.75,scattered clouds
557,Japura,ID,-0.3167,102.35,76.33,91,100,2.91,overcast clouds
558,Tralee,IE,52.2704,-9.7026,48.52,81,38,17.18,scattered clouds
559,Saint Anthony,US,45.0205,-93.218,42.82,57,90,1.99,overcast clouds
560,Verkhoyansk,RU,67.5447,133.385,3.27,85,100,4.68,overcast clouds
561,Carlos Chagas,BR,-17.7031,-40.7664,70.77,92,92,8.93,overcast clouds
562,Rehoboth,NA,-23.3167,17.0833,62.37,23,0,9.89,clear sky
563,Midlothian,US,32.4824,-96.9945,73.94,45,1,4.0,clear sky
564,Sinnamary,GF,5.3833,-52.95,78.64,85,34,8.55,scattered clouds
565,Napier,NZ,-39.4833,176.9167,63.28,71,36,10.0,scattered clouds
566,Salalah,OM,17.0151,54.0924,71.69,60,0,4.61,clear sky
567,Mariestad,SE,58.7097,13.8237,49.37,89,100,17.02,overcast clouds
568,Villa Carlos Paz,AR,-31.4241,-64.4978,58.24,88,23,5.01,few clouds
569,Hibbing,US,47.4272,-92.9377,35.11,64,90,11.5,light snow
570,Camacha,PT,33.0833,-16.3333,69.53,88,40,9.22,scattered clouds
571,Xian,CN,34.2583,108.9286,50.81,56,99,3.42,overcast clouds
572,Maningrida,AU,-12.0667,134.2667,92.07,47,40,7.78,scattered clouds
573,Luanda,AO,-8.8368,13.2343,75.13,78,100,11.18,overcast clouds
574,Burnie,AU,-41.0667,145.9167,59.68,57,95,11.95,overcast clouds
575,Tommot,RU,58.9564,126.2925,28.26,85,99,2.86,overcast clouds
576,Semirom,IR,31.4167,51.5667,44.26,57,35,2.62,scattered clouds
577,Baie-Comeau,CA,49.2168,-68.1489,52.11,93,90,20.71,mist
578,Aquiraz,BR,-3.9014,-38.3911,81.18,81,47,12.1,scattered clouds
579,San Juan De Los Morros,VE,9.9115,-67.3538,72.09,92,100,1.32,overcast clouds
580,Moindou,NC,-21.6924,165.677,75.15,61,32,11.68,scattered clouds
581,Griffith,US,41.5284,-87.4237,49.1,62,1,1.99,clear sky
582,Flin Flon,CA,54.7682,-101.865,30.51,89,100,7.7,overcast clouds
583,Ayan,RU,56.45,138.1667,25.36,38,22,3.15,few clouds
584,Pafos,CY,34.7667,32.4167,73.31,49,100,2.3,overcast clouds
585,Aleppo,SY,36.25,37.5,62.42,64,45,8.99,scattered clouds
586,Ambilobe,MG,-13.2,49.05,71.73,93,14,3.31,few clouds
587,Okhotsk,RU,59.3833,143.3,10.81,65,15,14.88,few clouds
588,Beira,MZ,-19.8436,34.8389,71.82,80,22,4.09,few clouds
589,Fort Nelson,CA,58.8053,-122.7002,29.79,59,40,0.0,scattered clouds
590,Marsa Matruh,EG,31.3525,27.2453,68.2,56,0,10.36,clear sky
591,Oriximina,BR,-1.7656,-55.8661,78.66,77,90,3.51,overcast clouds
592,Kletskaya,RU,49.3145,43.0584,40.48,84,4,5.37,clear sky
593,Uhingen,DE,48.7048,9.5857,57.09,91,39,4.0,scattered clouds
594,Gornyy,RU,55.1153,83.9059,15.57,90,100,11.23,overcast clouds
595,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,94,99,8.21,overcast clouds
596,Laurel,US,39.0993,-76.8483,59.47,76,1,1.01,clear sky
597,Cockburn Town,TC,21.4612,-71.1419,80.56,74,40,2.3,scattered clouds
598,Strelka,RU,58.0728,93.0344,28.78,92,100,14.25,light snow
599,Bac Lieu,VN,9.285,105.7244,82.4,77,100,10.87,overcast clouds
600,Saint-Francois,FR,46.4154,3.9054,52.48,92,90,4.61,overcast clouds
601,Ilo,PE,-17.6394,-71.3375,63.79,83,3,4.65,clear sky
602,Beaverlodge,CA,55.2166,-119.4361,33.15,47,0,3.87,clear sky
603,Mandan,US,46.8267,-100.8896,39.18,58,1,8.05,clear sky
604,Pavilosta,LV,56.8879,21.1859,48.15,80,39,11.41,scattered clouds
605,Milkovo,RU,54.7167,158.6167,26.74,61,53,4.09,broken clouds
606,Kununurra,AU,-15.7667,128.7333,82.38,65,18,8.05,few clouds
607,Sarangani,PH,5.4033,125.4636,83.53,73,75,12.01,broken clouds
608,Kholodnyy,RU,62.7167,147.95,-11.15,95,76,0.63,broken clouds
609,Aleksandrovka,UA,46.8383,32.7612,43.18,92,0,6.11,clear sky
610,Tselinnoye,RU,53.0833,85.6667,25.65,86,100,13.47,overcast clouds
611,San Patricio,US,28.017,-97.5169,78.89,58,0,9.28,clear sky
612,Pasni,PK,25.2631,63.471,78.6,35,0,13.06,clear sky
613,Belaya Gora,RU,68.5333,146.4167,-5.78,99,71,3.4,broken clouds
614,Malpe,IN,13.35,74.7167,76.3,88,38,4.5,scattered clouds
615,Pareora,NZ,-44.4871,171.2132,63.18,58,54,15.55,broken clouds
616,Morro Bay,US,35.3658,-120.8499,68.88,77,100,3.0,overcast clouds
617,Yakeshi,CN,49.2833,120.7333,30.83,39,1,5.48,clear sky
618,Santa Fe,AR,-31.6333,-60.7,81.99,53,7,8.01,light rain
619,Vao,NC,-22.6667,167.4833,72.07,75,34,14.9,scattered clouds
620,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,76,40,13.8,scattered clouds
621,Chuncheng,CN,22.1731,111.7886,77.02,85,100,3.78,overcast clouds
622,Jiayuguan,CN,39.8167,98.3,40.1,34,28,3.69,scattered clouds
623,Mandla,IN,22.6,80.3833,56.91,62,5,3.06,clear sky
624,Barra Patuca,HN,15.8,-84.2833,79.63,71,95,10.56,overcast clouds
625,Maturin,VE,9.75,-63.1767,71.94,88,6,5.66,clear sky
626,Zeya,RU,53.75,127.2667,28.13,43,95,4.52,overcast clouds
627,Bontang,ID,0.1333,117.5,81.73,80,100,6.73,overcast clouds
628,Mackay,AU,-21.15,149.2,80.58,74,75,21.85,broken clouds
629,Carmen,MX,18.6333,-91.8333,76.6,68,11,10.25,few clouds
630,Zhob,PK,31.3411,69.4481,54.64,29,0,2.71,clear sky
631,Alice Springs,AU,-23.7,133.8833,71.15,56,75,4.61,broken clouds
632,Ekibastuz,KZ,51.6667,75.3667,34.92,77,100,9.75,overcast clouds
633,Fabrica,PH,13.49,123.294,84.9,63,16,6.93,few clouds
634,Lampa,CL,-33.2833,-70.9,64.63,67,0,11.5,clear sky
635,Jackson,US,42.4165,-122.8345,60.44,70,84,1.03,broken clouds
636,Nowa Sol,PL,51.8033,15.717,49.96,63,5,11.68,clear sky
637,Srednekolymsk,RU,67.45,153.6833,-4.79,96,35,5.12,scattered clouds
638,Nuevo Progreso,MX,23.1667,-97.95,79.59,66,100,1.01,overcast clouds
639,Punalur,IN,9.0,76.9333,78.48,94,100,2.48,overcast clouds
640,Carauari,BR,-4.8828,-66.8958,75.49,94,51,1.21,broken clouds
641,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,65.08,99,100,2.44,overcast clouds
642,Esmeraldas,BR,-19.7625,-44.3139,69.04,97,100,2.3,overcast clouds
643,Paralimni,CY,35.0375,33.9833,72.09,78,80,4.0,broken clouds
644,Peniche,PT,39.3558,-9.3811,70.61,95,100,11.34,overcast clouds
645,Jacksonville,US,30.3322,-81.6556,60.8,76,20,4.61,few clouds
646,Namibe,AO,-15.1961,12.1522,64.06,78,17,7.87,few clouds
647,Murud,IN,18.3258,72.965,76.51,71,32,4.92,scattered clouds
648,Yumen,CN,40.2833,97.2,40.75,31,100,7.81,overcast clouds
649,La Romana,DO,18.4273,-68.9728,79.16,89,40,9.22,scattered clouds
650,Green Valley,US,31.8543,-110.9937,81.37,27,3,9.06,clear sky
651,Bereda,ES,43.2686,-7.5406,51.55,94,97,4.97,overcast clouds
652,Nhulunbuy,AU,-12.2333,136.7667,90.21,66,75,10.36,broken clouds
653,Port-Gentil,GA,-0.7193,8.7815,78.3,87,100,15.32,moderate rain
654,Oytal,KZ,42.9057,73.2697,41.79,72,96,2.24,overcast clouds
655,Rovenki,UA,48.0833,39.3776,39.79,92,0,8.43,clear sky
656,Kaffrine,SN,14.1059,-15.5508,84.09,44,19,5.93,few clouds
657,Kedrovyy,RU,56.1667,91.8167,32.41,93,100,14.16,light snow
658,Esperantina,BR,-3.9017,-42.2336,76.46,84,97,3.78,overcast clouds
659,Dongsheng,CN,39.8161,109.9776,37.47,40,0,6.15,clear sky
660,Deputatskiy,RU,69.3,139.9,-3.26,84,100,1.66,overcast clouds
661,Bom Jesus,BR,-9.0744,-44.3586,80.58,44,48,1.3,scattered clouds
662,Ilulissat,GL,69.2167,-51.1,32.02,93,75,13.8,light snow
663,Hualmay,PE,-11.0964,-77.6139,64.36,82,8,7.52,clear sky
664,Tukan,RU,53.8409,57.4552,36.23,97,100,5.1,overcast clouds
665,Elektrenai,LT,54.7667,24.6333,44.92,76,0,9.66,clear sky
666,Fujinomiya,JP,35.2167,138.6167,64.78,64,100,1.66,overcast clouds
667,Lagoa,PT,39.05,-27.9833,68.16,92,100,9.4,overcast clouds
668,Dalnerechensk,RU,45.9339,133.7225,40.21,54,34,5.17,scattered clouds
669,Beloha,MG,-25.1667,45.05,71.28,77,84,4.34,broken clouds
